sequence,pattern_55,pattern_46,pattern_34,pattern_28,pattern_19,pattern_10,pattern_4,pattern_1,pattern_52_52,pattern_49_49,pattern_43_43,pattern_40_40,pattern_37_37,pattern_31_31,pattern_25_25,pattern_22_22,pattern_16_16,pattern_13_13,pattern_7_7,session_id
1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
34,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
33,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
34,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
49,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
52,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
34,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
33,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
28,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
34,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
10,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
35,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
34,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
34,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
34,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
52,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
34,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
19,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
28,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
28,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
52,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,215
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
22,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
13,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
28,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
40,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
13,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
34,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
46,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
49,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
24,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
24,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
49,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
13,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
13,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
40,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
13,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
46,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
43,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
34,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
49,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
13,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
37,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
43,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
6,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
8,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
46,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
51,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
16,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
52,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
31,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
6,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
46,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,216
55,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
55,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
46,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
40,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
40,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
45,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
42,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
42,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
42,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
19,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
39,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
40,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
40,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
39,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
46,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
36,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
38,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
40,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
34,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
48,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
34,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
33,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
34,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
36,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
48,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
49,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
48,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
50,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
49,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
19,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
49,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
48,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
49,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
40,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
55,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
55,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
55,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
55,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
34,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
43,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
49,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
34,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
34,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
34,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
40,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,217
